trade_id,check_id,check_name,severity,recorded_value,recalculated_value,difference,verdict,blocking,evidence,reviewer,reviewed_at,notes
STOCK_RS_PULLBACK_v1:300925.SZ:2024-09-24:2024-09-25,GROSS_RETURN_RECALCULATION,Gross return,CRITICAL,0.6958021851638874,0.6958021851638871,2.220446049250313e-16,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:300925.SZ:2024-09-24:2024-09-25,NET_RETURN_AND_COST_RECALCULATION,Net return and one cost deduction,CRITICAL,0.6938021851638874,0.6938021851638871,2.220446049250313e-16,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:300925.SZ:2024-09-24:2024-09-25,R_MULTIPLE_RECALCULATION,R multiple,CRITICAL,2.0,1.9999999999999993,6.661338147750939e-16,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:300925.SZ:2024-09-24:2024-09-25,PRICE_ADJUSTMENT_CONSISTENCY,Adjustment series consistency,CRITICAL,"[""qfq""]","[""qfq""]",,PASS,True,"""signal/entry/exit adj_type""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:300925.SZ:2024-09-24:2024-09-25,EXECUTION_REALISM,Raw execution-price realism,BLOCKING_DATA,"[""False"", false]",true,,NOT_EVALUABLE_EXECUTION_REALISM,True,"""requires raw prices and adjustment factors""",OpenCode (assistant),2026-07-17T10:13:39Z,Confirmed blocking data limitation: sampled bars are qfq-only; raw execution prices and complete adjustment factors are unavailable.
STOCK_RS_PULLBACK_v1:300925.SZ:2024-09-24:2024-09-25,HISTORICAL_ST_STATUS,Historical ST status,BLOCKING_DATA,,,,NOT_EVALUABLE_MISSING_HISTORICAL_ST,True,"""provider history unavailable""",OpenCode (assistant),2026-07-17T10:13:39Z,Confirmed blocking data limitation: source lacks reliable point-in-time historical ST status.
STOCK_RS_PULLBACK_v1:300925.SZ:2024-09-24:2024-09-25,LIMIT_PRICE_VERIFICATION,Board/date-specific limit price,BLOCKING_DATA,,,,NOT_EVALUABLE_LIMIT_PRICE,True,"""requires historical board/ST/listing-stage rules""",OpenCode (assistant),2026-07-17T10:13:39Z,Confirmed blocking data limitation: exact board/date/listing-stage/ST limit prices cannot be reconstructed from frozen inputs.
STOCK_RS_PULLBACK_v1:601919.SH:2009-07-16:2009-07-17,UNIVERSE_TRADABLE_AT_SIGNAL,Signal-day universe,CRITICAL,"""601919.SH""",true,,PASS,True,"""signal_date=2009-07-16 00:00:00""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:601919.SH:2009-07-16:2009-07-17,DATE_ORDER_VALID,Pullback/trigger/entry order,CRITICAL,"[""2009-07-09 00:00:00"", ""2009-07-16 00:00:00"", ""2009-07-17 00:00:00""]",true,,PASS,True,"""strictly increasing dates""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:601919.SH:2009-07-16:2009-07-17,NO_LOOKAHEAD_IN_INDICATORS,Prefix-only indicator reconstruction,CRITICAL,"{""benchmark_ret20"": 0.1451578613410609, ""high_10d"": 5.35, ""ma20"": 3.19, ""ma60"": 2.4825, ""ret20"": 0.8333333333333333, ""vol_ma5"": 117472998.6}","{""benchmark_ret20"": 0.1451578613410609, ""high_10d"": 5.35, ""ma20"": 3.19, ""ma60"": 2.4825000000000004, ""ret20"": 0.8333333333333333, ""vol_ma5"": 117472998.6}",,PASS,True,"""prefix-only rolling recomputation""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:601919.SH:2009-07-16:2009-07-17,ENTRY_IS_NEXT_TRADING_DAY_OPEN,Next trading-day open entry,CRITICAL,"[""2009-07-17"", 4.6]","[""2009-07-17 00:00:00"", 4.6]",,PASS,True,"""first stock bar after trigger""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:601919.SH:2009-07-16:2009-07-17,ENTRY_DAY_EXECUTABLE,Entry-day execution status,CRITICAL,"{""adj_factor"": null, ""adj_type"": ""qfq"", ""close"": 4.89, ""code"": ""601919.SH"", ""date"": ""2009-07-17 00:00:00"", ""high"": 5.06, ""is_limit_down"": false, ""is_limit_up"": false, ""is_st"": false, ""is_suspended"": false, ""low"": 4.55, ""open"": 4.6, ""source"": ""tongdaxin_export"", ""volume"": 95641309}","{""executable"": true, ""expected_outcome"": ""valid trade requires executable entry""}",,PASS,True,"""suspension and limit-up flags""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:601919.SH:2009-07-16:2009-07-17,T1_NO_ENTRY_DAY_EXIT,A-share T+1,CRITICAL,"[""2009-07-17 00:00:00"", ""2009-07-28 00:00:00""]",true,,PASS,True,"""exit must follow entry date""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:601919.SH:2009-07-16:2009-07-17,SAME_DAY_STOP_TARGET_STOP_FIRST,Stop/target intraday priority,CRITICAL,"""target_2r""","""not_triggered""",,PASS,True,"""post-entry daily bars""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:601919.SH:2009-07-16:2009-07-17,GAP_STOP_USES_EXECUTABLE_PRICE,Gap stop execution,CRITICAL,7.159999999999999,,,PASS,True,"""open price when opening below stop""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:601919.SH:2009-07-16:2009-07-17,D5_EXIT_BOUNDARY,D5 time-stop boundary,CRITICAL,8,5,3.0,PASS,True,"""target_2r""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:601919.SH:2009-07-16:2009-07-17,D10_EXIT_BOUNDARY,D10 max-holding boundary,CRITICAL,8,10,-2.0,PASS,True,"""target_2r""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:601919.SH:2009-07-16:2009-07-17,GROSS_RETURN_RECALCULATION,Gross return,CRITICAL,0.5565217391304347,0.5565217391304347,0.0,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:601919.SH:2009-07-16:2009-07-17,NET_RETURN_AND_COST_RECALCULATION,Net return and one cost deduction,CRITICAL,0.5545217391304347,0.5545217391304347,0.0,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:601919.SH:2009-07-16:2009-07-17,R_MULTIPLE_RECALCULATION,R multiple,CRITICAL,2.0,2.0,0.0,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:601919.SH:2009-07-16:2009-07-17,PRICE_ADJUSTMENT_CONSISTENCY,Adjustment series consistency,CRITICAL,"[""qfq""]","[""qfq""]",,PASS,True,"""signal/entry/exit adj_type""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:601919.SH:2009-07-16:2009-07-17,EXECUTION_REALISM,Raw execution-price realism,BLOCKING_DATA,"[""False"", false]",true,,NOT_EVALUABLE_EXECUTION_REALISM,True,"""requires raw prices and adjustment factors""",OpenCode (assistant),2026-07-17T10:13:39Z,Confirmed blocking data limitation: sampled bars are qfq-only; raw execution prices and complete adjustment factors are unavailable.
STOCK_RS_PULLBACK_v1:601919.SH:2009-07-16:2009-07-17,HISTORICAL_ST_STATUS,Historical ST status,BLOCKING_DATA,,,,NOT_EVALUABLE_MISSING_HISTORICAL_ST,True,"""provider history unavailable""",OpenCode (assistant),2026-07-17T10:13:39Z,Confirmed blocking data limitation: source lacks reliable point-in-time historical ST status.
STOCK_RS_PULLBACK_v1:601919.SH:2009-07-16:2009-07-17,LIMIT_PRICE_VERIFICATION,Board/date-specific limit price,BLOCKING_DATA,,,,NOT_EVALUABLE_LIMIT_PRICE,True,"""requires historical board/ST/listing-stage rules""",OpenCode (assistant),2026-07-17T10:13:39Z,Confirmed blocking data limitation: exact board/date/listing-stage/ST limit prices cannot be reconstructed from frozen inputs.
STOCK_RS_PULLBACK_v1:600295.SH:2021-02-24:2021-02-25,UNIVERSE_TRADABLE_AT_SIGNAL,Signal-day universe,CRITICAL,"""600295.SH""",true,,PASS,True,"""signal_date=2021-02-24 00:00:00""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:600295.SH:2021-02-24:2021-02-25,DATE_ORDER_VALID,Pullback/trigger/entry order,CRITICAL,"[""2021-02-10 00:00:00"", ""2021-02-24 00:00:00"", ""2021-02-25 00:00:00""]",true,,PASS,True,"""strictly increasing dates""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:600295.SH:2021-02-24:2021-02-25,NO_LOOKAHEAD_IN_INDICATORS,Prefix-only indicator reconstruction,CRITICAL,"{""benchmark_ret20"": -0.007095863546142445, ""high_10d"": 5.71, ""ma20"": 2.4855, ""ma60"": 1.651166666666667, ""ret20"": 2.6028368794326244, ""vol_ma5"": 33943398.6}","{""benchmark_ret20"": -0.007095863546142445, ""high_10d"": 5.71, ""ma20"": 2.4855, ""ma60"": 1.651166666666667, ""ret20"": 2.6028368794326244, ""vol_ma5"": 33943398.6}",,PASS,True,"""prefix-only rolling recomputation""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:600295.SH:2021-02-24:2021-02-25,ENTRY_IS_NEXT_TRADING_DAY_OPEN,Next trading-day open entry,CRITICAL,"[""2021-02-25"", 5.4]","[""2021-02-25 00:00:00"", 5.4]",,PASS,True,"""first stock bar after trigger""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:600295.SH:2021-02-24:2021-02-25,ENTRY_DAY_EXECUTABLE,Entry-day execution status,CRITICAL,"{""adj_factor"": null, ""adj_type"": ""qfq"", ""close"": 5.22, ""code"": ""600295.SH"", ""date"": ""2021-02-25 00:00:00"", ""high"": 5.59, ""is_limit_down"": false, ""is_limit_up"": false, ""is_st"": false, ""is_suspended"": false, ""low"": 4.58, ""open"": 5.4, ""source"": ""tongdaxin_export"", ""volume"": 62614568}","{""executable"": true, ""expected_outcome"": ""valid trade requires executable entry""}",,PASS,True,"""suspension and limit-up flags""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:600295.SH:2021-02-24:2021-02-25,T1_NO_ENTRY_DAY_EXIT,A-share T+1,CRITICAL,"[""2021-02-25 00:00:00"", ""2021-03-03 00:00:00""]",true,,PASS,True,"""exit must follow entry date""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:600295.SH:2021-02-24:2021-02-25,SAME_DAY_STOP_TARGET_STOP_FIRST,Stop/target intraday priority,CRITICAL,"""time_stop_no_upside_progress""","""not_triggered""",,PASS,True,"""post-entry daily bars""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:600295.SH:2021-02-24:2021-02-25,GAP_STOP_USES_EXECUTABLE_PRICE,Gap stop execution,CRITICAL,8.23,,,PASS,True,"""open price when opening below stop""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:600295.SH:2021-02-24:2021-02-25,D5_EXIT_BOUNDARY,D5 time-stop boundary,CRITICAL,5,5,0.0,PASS,True,"""time_stop_no_upside_progress""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:600295.SH:2021-02-24:2021-02-25,D10_EXIT_BOUNDARY,D10 max-holding boundary,CRITICAL,5,10,-5.0,PASS,True,"""time_stop_no_upside_progress""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:600295.SH:2021-02-24:2021-02-25,GROSS_RETURN_RECALCULATION,Gross return,CRITICAL,0.5240740740740741,0.5240740740740741,0.0,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:600295.SH:2021-02-24:2021-02-25,NET_RETURN_AND_COST_RECALCULATION,Net return and one cost deduction,CRITICAL,0.5220740740740741,0.5220740740740741,0.0,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:600295.SH:2021-02-24:2021-02-25,R_MULTIPLE_RECALCULATION,R multiple,CRITICAL,0.8628048780487805,0.8628048780487805,0.0,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:600295.SH:2021-02-24:2021-02-25,PRICE_ADJUSTMENT_CONSISTENCY,Adjustment series consistency,CRITICAL,"[""qfq""]","[""qfq""]",,PASS,True,"""signal/entry/exit adj_type""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:600295.SH:2021-02-24:2021-02-25,EXECUTION_REALISM,Raw execution-price realism,BLOCKING_DATA,"[""False"", false]",true,,NOT_EVALUABLE_EXECUTION_REALISM,True,"""requires raw prices and adjustment factors""",OpenCode (assistant),2026-07-17T10:13:39Z,Confirmed blocking data limitation: sampled bars are qfq-only; raw execution prices and complete adjustment factors are unavailable.
STOCK_RS_PULLBACK_v1:600295.SH:2021-02-24:2021-02-25,HISTORICAL_ST_STATUS,Historical ST status,BLOCKING_DATA,,,,NOT_EVALUABLE_MISSING_HISTORICAL_ST,True,"""provider history unavailable""",OpenCode (assistant),2026-07-17T10:13:39Z,Confirmed blocking data limitation: source lacks reliable point-in-time historical ST status.
STOCK_RS_PULLBACK_v1:600295.SH:2021-02-24:2021-02-25,LIMIT_PRICE_VERIFICATION,Board/date-specific limit price,BLOCKING_DATA,,,,NOT_EVALUABLE_LIMIT_PRICE,True,"""requires historical board/ST/listing-stage rules""",OpenCode (assistant),2026-07-17T10:13:39Z,Confirmed blocking data limitation: exact board/date/listing-stage/ST limit prices cannot be reconstructed from frozen inputs.
STOCK_RS_PULLBACK_v1:002601.SZ:2016-02-22:2016-02-23,UNIVERSE_TRADABLE_AT_SIGNAL,Signal-day universe,CRITICAL,"""002601.SZ""",true,,PASS,True,"""signal_date=2016-02-22 00:00:00""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:002601.SZ:2016-02-22:2016-02-23,DATE_ORDER_VALID,Pullback/trigger/entry order,CRITICAL,"[""2016-02-16 00:00:00"", ""2016-02-22 00:00:00"", ""2016-02-23 00:00:00""]",true,,PASS,True,"""strictly increasing dates""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:002601.SZ:2016-02-22:2016-02-23,NO_LOOKAHEAD_IN_INDICATORS,Prefix-only indicator reconstruction,CRITICAL,"{""benchmark_ret20"": -0.00378825385772652, ""high_10d"": 4.59, ""ma20"": 2.1605, ""ma60"": 1.8511666666666668, ""ret20"": 10.54054054054054, ""vol_ma5"": 10964377.6}","{""benchmark_ret20"": -0.00378825385772652, ""high_10d"": 4.59, ""ma20"": 2.1605, ""ma60"": 1.8511666666666666, ""ret20"": 10.54054054054054, ""vol_ma5"": 10964377.6}",,PASS,True,"""prefix-only rolling recomputation""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:002601.SZ:2016-02-22:2016-02-23,ENTRY_IS_NEXT_TRADING_DAY_OPEN,Next trading-day open entry,CRITICAL,"[""2016-02-23"", 4.32]","[""2016-02-23 00:00:00"", 4.32]",,PASS,True,"""first stock bar after trigger""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:002601.SZ:2016-02-22:2016-02-23,ENTRY_DAY_EXECUTABLE,Entry-day execution status,CRITICAL,"{""adj_factor"": null, ""adj_type"": ""qfq"", ""close"": 4.66, ""code"": ""002601.SZ"", ""date"": ""2016-02-23 00:00:00"", ""high"": 4.89, ""is_limit_down"": false, ""is_limit_up"": false, ""is_st"": false, ""is_suspended"": false, ""low"": 4.13, ""open"": 4.32, ""source"": ""tongdaxin_export"", ""volume"": 11269837}","{""executable"": true, ""expected_outcome"": ""valid trade requires executable entry""}",,PASS,True,"""suspension and limit-up flags""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:002601.SZ:2016-02-22:2016-02-23,T1_NO_ENTRY_DAY_EXIT,A-share T+1,CRITICAL,"[""2016-02-23 00:00:00"", ""2016-02-26 00:00:00""]",true,,PASS,True,"""exit must follow entry date""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:002601.SZ:2016-02-22:2016-02-23,SAME_DAY_STOP_TARGET_STOP_FIRST,Stop/target intraday priority,CRITICAL,"""stop_loss""","""not_triggered""",,PASS,True,"""post-entry daily bars""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:002601.SZ:2016-02-22:2016-02-23,GAP_STOP_USES_EXECUTABLE_PRICE,Gap stop execution,CRITICAL,2.49,2.49,0.0,PASS,True,"""open price when opening below stop""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:002601.SZ:2016-02-22:2016-02-23,D5_EXIT_BOUNDARY,D5 time-stop boundary,CRITICAL,4,5,-1.0,PASS,True,"""stop_loss""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:002601.SZ:2016-02-22:2016-02-23,D10_EXIT_BOUNDARY,D10 max-holding boundary,CRITICAL,4,10,-6.0,PASS,True,"""stop_loss""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:002601.SZ:2016-02-22:2016-02-23,GROSS_RETURN_RECALCULATION,Gross return,CRITICAL,-0.423611111111111,-0.42361111111111105,5.551115123125783e-17,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:002601.SZ:2016-02-22:2016-02-23,NET_RETURN_AND_COST_RECALCULATION,Net return and one cost deduction,CRITICAL,-0.425611111111111,-0.42561111111111105,5.551115123125783e-17,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:002601.SZ:2016-02-22:2016-02-23,R_MULTIPLE_RECALCULATION,R multiple,CRITICAL,-1.0,-1.0,0.0,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:002601.SZ:2016-02-22:2016-02-23,PRICE_ADJUSTMENT_CONSISTENCY,Adjustment series consistency,CRITICAL,"[""qfq""]","[""qfq""]",,PASS,True,"""signal/entry/exit adj_type""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
STOCK_RS_PULLBACK_v1:002601.SZ:2016-02-22:2016-02-23,EXECUTION_REALISM,Raw execution-price realism,BLOCKING_DATA,"[""False"", false]",true,,NOT_EVALUABLE_EXECUTION_REALISM,True,"""requires raw prices and adjustment factors""",OpenCode (assistant),2026-07-17T10:13:39Z,Confirmed blocking data limitation: sampled bars are qfq-only; raw execution prices and complete adjustment factors are unavailable.
STOCK_RS_PULLBACK_v1:002601.SZ:2016-02-22:2016-02-23,HISTORICAL_ST_STATUS,Historical ST status,BLOCKING_DATA,,,,NOT_EVALUABLE_MISSING_HISTORICAL_ST,True,"""provider history unavailable""",OpenCode (assistant),2026-07-17T10:13:39Z,Confirmed blocking data limitation: source lacks reliable point-in-time historical ST status.
STOCK_RS_PULLBACK_v1:002601.SZ:2016-02-22:2016-02-23,LIMIT_PRICE_VERIFICATION,Board/date-specific limit price,BLOCKING_DATA,,,,NOT_EVALUABLE_LIMIT_PRICE,True,"""requires historical board/ST/listing-stage rules""",OpenCode (assistant),2026-07-17T10:13:39Z,Confirmed blocking data limitation: exact board/date/listing-stage/ST limit prices cannot be reconstructed from frozen inputs.
STOCK_RS_PULLBACK_v1:688353.SH:2025-11-17:2025-11-18,UNIVERSE_TRADABLE_AT_SIGNAL,Signal-day universe,CRITICAL,"""688353.SH""",true,,PASS,True,"""signal_date=2025-11-17 00:00:00""",OpenCode (assistant),2026-07-17T10:13:39Z,"Manual review confirmed check logic, source evidence, and applicable recorded/recalculated values."
