trade_id,check_id,check_name,severity,recorded_value,recalculated_value,difference,verdict,blocking,evidence,reviewer,reviewed_at,notes
STOCK_RS_PULLBACK_v1:000034.SZ:2015-11-09:2015-11-10,NET_RETURN_AND_COST_RECALCULATION,Net return and one cost deduction,CRITICAL,0.14052731731545287,0.1408571428571428,-0.00032982554168992095,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000034.SZ:2015-11-09:2015-11-10,R_MULTIPLE_RECALCULATION,R multiple,CRITICAL,2.730523342253937,2.7368421052631575,-0.006318763009220518,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000034.SZ:2015-11-09:2015-11-10,PRICE_ADJUSTMENT_CONSISTENCY,Adjustment series consistency,CRITICAL,"[""qfq""]","[""qfq""]",,PASS,True,"""signal/entry/exit adj_type""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000034.SZ:2015-11-09:2015-11-10,EXECUTION_REALISM,Raw execution-price realism,BLOCKING_DATA,"[""True"", ""True"", ""True"", true]",true,,PASS,True,"""requires consistent raw and adjusted OHLC plus adjustment factors""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000034.SZ:2015-11-09:2015-11-10,HISTORICAL_ST_STATUS,Historical ST execution branch,BLOCKING_DATA,null,"{""branch_invariant_rows"": 3, ""known_rows"": 0, ""rows"": 3}",,PASS_BRANCH_INVARIANT,False,"""ST/non-ST branches compared; non-execution-time differences remain non-blocking after complete trade replay""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000034.SZ:2015-11-09:2015-11-10,LIMIT_PRICE_VERIFICATION,Board/date-specific limit price,BLOCKING_DATA,null,"{""branch_invariant_rows"": 3, ""known_rows"": 0}",,NOT_EVALUABLE_LIMIT_PRICE_BRANCH_INVARIANT,False,"""exact limits retained as check limitations; complete fail-closed trade replay determines materiality""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,Confirmed blocking data limitation; no value imputed.
STOCK_RS_PULLBACK_v1:000060.SZ:2007-02-15:2007-02-16,UNIVERSE_TRADABLE_AT_SIGNAL,Signal-day universe,CRITICAL,"""000060.SZ""",true,,PASS,True,"""signal_date=2007-02-15 00:00:00""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000060.SZ:2007-02-15:2007-02-16,DATE_ORDER_VALID,Pullback/trigger/entry order,CRITICAL,"[""2007-02-13 00:00:00"", ""2007-02-15 00:00:00"", ""2007-02-16 00:00:00""]",true,,PASS,True,"""strictly increasing dates""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000060.SZ:2007-02-15:2007-02-16,NO_LOOKAHEAD_IN_INDICATORS,Prefix-only indicator reconstruction,CRITICAL,"{""high_10d"": 3.93, ""ma20"": 3.4239999999999995, ""ma60"": 2.853666666666667, ""ret20"": 0.4464944649446494, ""vol_ma5"": 13286498.8}","{""high_10d"": 3.93, ""ma20"": 3.4239999999999995, ""ma60"": 2.853666666666667, ""ret20"": 0.4464944649446494, ""vol_ma5"": 13286498.8}",,PASS,True,"""prefix-only rolling recomputation""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000060.SZ:2007-02-15:2007-02-16,ENTRY_IS_NEXT_TRADING_DAY_OPEN,Next trading-day raw open entry,CRITICAL,"[""2007-02-16"", 24.22]","[""2007-02-16 00:00:00"", 24.22]",,PASS,True,"""first stock bar after trigger; raw open required""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000060.SZ:2007-02-15:2007-02-16,ENTRY_DAY_EXECUTABLE,Entry-day execution status,CRITICAL,"{""adj_close"": 4.09, ""adj_factor"": 0.21966794380587484, ""adj_high"": 4.15, ""adj_low"": 3.96, ""adj_offset"": -1.3599872286079187, ""adj_open"": 3.96, ""adj_type"": ""qfq"", ""adjustment_fit_error"": 0.0022222222222225696, ""adjustment_status"": ""KNOWN_AFFINE_TDX_QFQ_HFQ_VALIDATED"", ""board"": ""MAIN_SZ"", ""can_buy_at_open"": ""TRUE"", ""can_sell_at_close"": ""TRUE"", ""can_sell_at_open"": ""TRUE"", ""can_sell_intraday"": ""TRUE"", ""close"": 4.09, ""close_at_limit_down"": ""FALSE"", ""close_at_limit_up"": ""FALSE"", ""closing_auction_fill_status"": ""UNKNOWN"", ""code"": ""000060.SZ"", ""date"": ""2007-02-16 00:00:00"", ""hfq_close"": 235.85, ""hfq_fit_error"": 0.002222222222229675, ""hfq_high"": 238.66, ""hfq_low"": 230.24, ""hfq_open"": 230.24, ""high"": 4.15, ""historical_st_branch_status"": ""PASS_BRANCH_INVARIANT"", ""historical_st_status"": ""UNKNOWN"", ""is_suspended"": false, ""limit_down_price"": NaN, ""limit_rule_reason"": ""point-in-time ST status unavailable; execution state resolved only where both ST rule candidates agree"", ""limit_rule_status"": ""UNKNOWN_MISSING_HISTORICAL_ST"", ""limit_up_price"": NaN, ""listing_date"": ""2006-01-24 00:00:00"", ""listing_trading_day"": 2370.0, ""low"": 3.96, ""one_price_limit_down"": ""FALSE"", ""one_price_limit_up"": ""FALSE"", ""open"": 3.96, ""open_at_limit_down"": ""FALSE"", ""open_at_limit_up"": ""FALSE"", ""opening_auction_fill_status"": ""UNKNOWN"", ""raw_close"": 24.8, ""raw_high"": 25.09, ""raw_low"": 24.22, ""raw_open"": 24.22, ""raw_pre_close"": 24.0, ""scheduled_close_fill_status"": ""FILLED_AT_CLOSE"", ""volume"": 18072594.0}","{""executable"": true, ""expected_outcome"": ""valid trade requires executable entry""}",,PASS,True,"""raw open, adjustment factor, trade status, and explicit open fillability""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000060.SZ:2007-02-15:2007-02-16,T1_NO_ENTRY_DAY_EXIT,A-share T+1,CRITICAL,"[""2007-02-16 00:00:00"", ""2007-03-08 00:00:00""]",true,,PASS,True,"""exit must follow entry date""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000060.SZ:2007-02-15:2007-02-16,EXIT_DATE_REASON_RECONSTRUCTION,Independent exit date and reason,CRITICAL,"[""2007-03-08 00:00:00"", ""max_holding_exit""]","[""2007-03-08 00:00:00"", ""max_holding_exit""]",,PASS,True,"""full post-entry replay with T+1 and sellability""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000060.SZ:2007-02-15:2007-02-16,HOLDING_DAYS_RECONSTRUCTION,Holding days including deferred fills,CRITICAL,10,10,0.0,PASS,True,"""max_holding_exit""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000060.SZ:2007-02-15:2007-02-16,EXIT_PRICE_RECONSTRUCTION,Independent adjusted exit price,CRITICAL,4.200104276756147,4.2,0.00010427675614721466,PASS,True,"""full post-entry replay""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000060.SZ:2007-02-15:2007-02-16,GROSS_RETURN_RECALCULATION,Gross return,CRITICAL,0.06063239312023927,0.06060606060606055,2.6332514178717403e-05,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000060.SZ:2007-02-15:2007-02-16,NET_RETURN_AND_COST_RECALCULATION,Net return and one cost deduction,CRITICAL,0.05863239312023927,0.05860606060606055,2.6332514178717403e-05,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000060.SZ:2007-02-15:2007-02-16,R_MULTIPLE_RECALCULATION,R multiple,CRITICAL,0.5856201872101154,0.5853658536585369,0.0002543335515785561,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000060.SZ:2007-02-15:2007-02-16,PRICE_ADJUSTMENT_CONSISTENCY,Adjustment series consistency,CRITICAL,"[""qfq""]","[""qfq""]",,PASS,True,"""signal/entry/exit adj_type""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000060.SZ:2007-02-15:2007-02-16,EXECUTION_REALISM,Raw execution-price realism,BLOCKING_DATA,"[""True"", ""True"", ""True"", true]",true,,PASS,True,"""requires consistent raw and adjusted OHLC plus adjustment factors""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000060.SZ:2007-02-15:2007-02-16,HISTORICAL_ST_STATUS,Historical ST execution branch,BLOCKING_DATA,null,"{""branch_invariant_rows"": 10, ""known_rows"": 0, ""rows"": 11}",,NOT_EVALUABLE_MISSING_HISTORICAL_ST,False,"""ST/non-ST branches compared; non-execution-time differences remain non-blocking after complete trade replay""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,Confirmed blocking data limitation; no value imputed.
STOCK_RS_PULLBACK_v1:000060.SZ:2007-02-15:2007-02-16,LIMIT_PRICE_VERIFICATION,Board/date-specific limit price,BLOCKING_DATA,null,"""UNKNOWN_MISSING_HISTORICAL_ST""",,NOT_EVALUABLE_LIMIT_PRICE,False,"""exact limits retained as check limitations; complete fail-closed trade replay determines materiality""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,Confirmed blocking data limitation; no value imputed.
STOCK_RS_PULLBACK_v1:000519.SZ:2019-08-30:2019-09-02,UNIVERSE_TRADABLE_AT_SIGNAL,Signal-day universe,CRITICAL,"""000519.SZ""",true,,PASS,True,"""signal_date=2019-08-30 00:00:00""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000519.SZ:2019-08-30:2019-09-02,DATE_ORDER_VALID,Pullback/trigger/entry order,CRITICAL,"[""2019-08-29 00:00:00"", ""2019-08-30 00:00:00"", ""2019-09-02 00:00:00""]",true,,PASS,True,"""strictly increasing dates""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000519.SZ:2019-08-30:2019-09-02,NO_LOOKAHEAD_IN_INDICATORS,Prefix-only indicator reconstruction,CRITICAL,"{""high_10d"": 10.13, ""ma20"": 7.958, ""ma60"": 7.708, ""ret20"": 0.31836734693877555, ""vol_ma5"": 113303010.4}","{""high_10d"": 10.13, ""ma20"": 7.958, ""ma60"": 7.708, ""ret20"": 0.31836734693877555, ""vol_ma5"": 113303010.4}",,PASS,True,"""prefix-only rolling recomputation""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000519.SZ:2019-08-30:2019-09-02,ENTRY_IS_NEXT_TRADING_DAY_OPEN,Next trading-day raw open entry,CRITICAL,"[""2019-09-02"", 9.86]","[""2019-09-02 00:00:00"", 9.86]",,PASS,True,"""first stock bar after trigger; raw open required""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000519.SZ:2019-08-30:2019-09-02,ENTRY_DAY_EXECUTABLE,Entry-day execution status,CRITICAL,"{""adj_close"": 10.07, ""adj_factor"": 0.9999999999999997, ""adj_high"": 10.55, ""adj_low"": 9.56, ""adj_offset"": -0.22999999999999687, ""adj_open"": 9.63, ""adj_type"": ""qfq"", ""adjustment_fit_error"": 1.7763568394002505e-15, ""adjustment_status"": ""KNOWN_AFFINE_TDX_QFQ_HFQ_VALIDATED"", ""board"": ""MAIN_SZ"", ""can_buy_at_open"": ""TRUE"", ""can_sell_at_close"": ""TRUE"", ""can_sell_at_open"": ""TRUE"", ""can_sell_intraday"": ""TRUE"", ""close"": 10.07, ""close_at_limit_down"": ""FALSE"", ""close_at_limit_up"": ""FALSE"", ""closing_auction_fill_status"": ""UNKNOWN"", ""code"": ""000519.SZ"", ""date"": ""2019-09-02 00:00:00"", ""hfq_close"": 97.63, ""hfq_fit_error"": 0.001538461538459046, ""hfq_high"": 102.45, ""hfq_low"": 92.51, ""hfq_open"": 93.21, ""high"": 10.55, ""historical_st_branch_status"": ""PASS_BRANCH_INVARIANT"", ""historical_st_status"": ""UNKNOWN"", ""is_suspended"": false, ""limit_down_price"": NaN, ""limit_rule_reason"": ""point-in-time ST status unavailable; execution state resolved only where both ST rule candidates agree"", ""limit_rule_status"": ""UNKNOWN_MISSING_HISTORICAL_ST"", ""limit_up_price"": NaN, ""listing_date"": ""1993-10-08 00:00:00"", ""listing_trading_day"": 6008.0, ""low"": 9.56, ""one_price_limit_down"": ""FALSE"", ""one_price_limit_up"": ""FALSE"", ""open"": 9.63, ""open_at_limit_down"": ""FALSE"", ""open_at_limit_up"": ""FALSE"", ""opening_auction_fill_status"": ""UNKNOWN"", ""raw_close"": 10.3, ""raw_high"": 10.78, ""raw_low"": 9.79, ""raw_open"": 9.86, ""raw_pre_close"": 9.92, ""scheduled_close_fill_status"": ""FILLED_AT_CLOSE"", ""volume"": 131301807.0}","{""executable"": true, ""expected_outcome"": ""valid trade requires executable entry""}",,PASS,True,"""raw open, adjustment factor, trade status, and explicit open fillability""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000519.SZ:2019-08-30:2019-09-02,T1_NO_ENTRY_DAY_EXIT,A-share T+1,CRITICAL,"[""2019-09-02 00:00:00"", ""2019-09-16 00:00:00""]",true,,PASS,True,"""exit must follow entry date""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000519.SZ:2019-08-30:2019-09-02,EXIT_DATE_REASON_RECONSTRUCTION,Independent exit date and reason,CRITICAL,"[""2019-09-16 00:00:00"", ""max_holding_exit""]","[""2019-09-16 00:00:00"", ""max_holding_exit""]",,PASS,True,"""full post-entry replay with T+1 and sellability""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000519.SZ:2019-08-30:2019-09-02,HOLDING_DAYS_RECONSTRUCTION,Holding days including deferred fills,CRITICAL,10,10,0.0,PASS,True,"""max_holding_exit""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000519.SZ:2019-08-30:2019-09-02,EXIT_PRICE_RECONSTRUCTION,Independent adjusted exit price,CRITICAL,9.67,9.67,0.0,PASS,True,"""full post-entry replay""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000519.SZ:2019-08-30:2019-09-02,GROSS_RETURN_RECALCULATION,Gross return,CRITICAL,0.004153686396676903,0.004153686396676903,0.0,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000519.SZ:2019-08-30:2019-09-02,NET_RETURN_AND_COST_RECALCULATION,Net return and one cost deduction,CRITICAL,0.0021536863966769033,0.0021536863966769033,0.0,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000519.SZ:2019-08-30:2019-09-02,R_MULTIPLE_RECALCULATION,R multiple,CRITICAL,0.06896551724137784,0.06896551724137784,0.0,PASS,True,"""round_trip_cost=0.002""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000519.SZ:2019-08-30:2019-09-02,PRICE_ADJUSTMENT_CONSISTENCY,Adjustment series consistency,CRITICAL,"[""qfq""]","[""qfq""]",,PASS,True,"""signal/entry/exit adj_type""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000519.SZ:2019-08-30:2019-09-02,EXECUTION_REALISM,Raw execution-price realism,BLOCKING_DATA,"[""True"", ""True"", ""True"", true]",true,,PASS,True,"""requires consistent raw and adjusted OHLC plus adjustment factors""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000519.SZ:2019-08-30:2019-09-02,HISTORICAL_ST_STATUS,Historical ST execution branch,BLOCKING_DATA,null,"{""branch_invariant_rows"": 11, ""known_rows"": 0, ""rows"": 11}",,PASS_BRANCH_INVARIANT,False,"""ST/non-ST branches compared; non-execution-time differences remain non-blocking after complete trade replay""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000519.SZ:2019-08-30:2019-09-02,LIMIT_PRICE_VERIFICATION,Board/date-specific limit price,BLOCKING_DATA,null,"{""branch_invariant_rows"": 11, ""known_rows"": 0}",,NOT_EVALUABLE_LIMIT_PRICE_BRANCH_INVARIANT,False,"""exact limits retained as check limitations; complete fail-closed trade replay determines materiality""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,Confirmed blocking data limitation; no value imputed.
STOCK_RS_PULLBACK_v1:000528.SZ:2024-06-12:2024-06-13,UNIVERSE_TRADABLE_AT_SIGNAL,Signal-day universe,CRITICAL,"""000528.SZ""",true,,PASS,True,"""signal_date=2024-06-12 00:00:00""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000528.SZ:2024-06-12:2024-06-13,DATE_ORDER_VALID,Pullback/trigger/entry order,CRITICAL,"[""2024-06-11 00:00:00"", ""2024-06-12 00:00:00"", ""2024-06-13 00:00:00""]",true,,PASS,True,"""strictly increasing dates""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
STOCK_RS_PULLBACK_v1:000528.SZ:2024-06-12:2024-06-13,NO_LOOKAHEAD_IN_INDICATORS,Prefix-only indicator reconstruction,CRITICAL,"{""high_10d"": 11.05, ""ma20"": 9.914, ""ma60"": 9.208499999999999, ""ret20"": 0.06048780487804861, ""vol_ma5"": 58210058.0}","{""high_10d"": 11.05, ""ma20"": 9.914, ""ma60"": 9.208500000000003, ""ret20"": 0.06048780487804861, ""vol_ma5"": 58210058.0}",,PASS,True,"""prefix-only rolling recomputation""",OpenCode (assistant),2026-07-18T13:40:16.915473+00:00,"Reviewed against locked signal, frozen qfq layer, remediation raw/hfq layers, and independent reconstruction."
